24144	6801
5599	7132
26173	5430
22974	3551
1974	6206
125476	93973
192670	27327
5411	6636
26519	29928
3312	6632
25898	54507
2959	6874
728239	9796
10140	9869
11252	7456
10627	7428
51639	6634
10142	808
4131	50488
10963	3337
375	55738
627	627
4691	72
157506	57665
50628	509
1917	3035
5356	6625
497661	6154
10189	10521
6854	9475
118460	51079
4323	6382
4809	9410
8834	89885
11338	84991
6716	7364
5806	715
22806	84619
4916	5978
6927	9075
4628	65125
170506	6165
29950	894
225689	225689
1655	9416
6878	8467
51375	83878
6142	83858
3726	7051
11244	732272
2932	9627
4850	7324
3689	8875
51124	5997
11047	5903
100293516	2885
4809	9589
1022	4331
54948	64983
2885	998
10163	9051
23350	4236
355	8837
578	7157
5105	8802
27229	5987
132158	287015
865	9139
130540	81567
2099	2932
4223	83538
55722	6427
3881	79843
3007	4691
7534	8332
11140	51535
27252	27252
2906	5520
5277	9091
7277	9070
6206	6229
7405	9711
23421	79019
10056	79876
9568	9568
3326	5597
6152	6201
5094	6132
115265	51690
4111	79745
6613	7153
3295	79876
7046	7314
10900	8907
55308	57409
10592	3105
414301	60491
29911	8907
112609	4159
163033	55644
1018	7024
4343	57819
1153	23517
11155	58529
4697	8607
1029	10856
8924	9526
132158	3866
4093	56652
10131	51639
5371	6135
5702	7428
2072	4736
5928	8358
1107	56992
5152	8270
7138	84676
1741	324
4174	9391
1439	5579
344	4023
147687	84914
207	80153
11214	8727
10905	11253
51747	6628
1543	3292
1827	5567
23405	2975
5335	5921
1789	55111
10884	85302
5929	6908
1545	7363
10542	7704
3001	4691
29979	4176
602	6908
4168	6837
2252	2263
51631	72
2638	4036
10992	220988
5451	6714
22924	3725
51283	596
4000	4609
6193	6205
56945	64979
22985	9128
55284	8726
367	841
1655	55611
100131997	83755
389362	84262
2175	6604
4605	595
55697	80778
5894	598
140890	6634
387	9138
100131997	125115
55692	65990
301	3654
230	5338
28977	51258
1650	3703
1019	1457
6133	7846
10301	5682
23345	8886
2113	672
10128	6222
23524	58509
163154	2885
4733	8576
4852	4889
471	9051
11214	7067
51602	6170
274	54453
1788	79813
7203	83992
7417	8662
3315	5579
2176	3312
2224	9453
6925	81629
10589	6598
22874	54477
27258	6637
3500	84071
1499	5494
10436	9349
10892	7314
6667	896
207	3170
26121	27339
23524	9410
50848	5787
1017	6119
1660	3007
10363	220136
27292	6132
3480	55816
6729	6729
7415	9641
3417	387082
11117	158787
54941	7321
6955	84447
3192	4793
3958	7917
3735	5111
10097	578
4628	5087
23636	3836
10025	1053
2130	5359
255626	30836
1387	2623
10215	30812
4292	5887
24144	27339
1725	60491
716	716
5156	6776
23281	3219
3198	85291
2885	9744
51510	7644
203068	6203
11030	167153
6667	7048
6152	8451
56949	9785
1024	1030
54880	8904
2113	3725
5597	7272
3768	51678
6430	6733
3566	9655
11136	27161
3101	3795
5539	5540
6390	8803
10523	6632
1080	8773
6500	84832
8856	8856
26589	55052
10989	2058
51663	8569
6821	9167
10240	64969
22983	6468
24144	9584
388585	6774
6169	6228
4522	7298
29127	4294
7525	948
6130	6133
23636	54535
382	54919
84962	9564
29911	92999
1975	55705
23433	8976
216	284273
160	55690
292	6146
1113	11140
27330	57731
8343	8915
5522	7203
5341	5590
11331	4869
3763	3765
4086	4762
1994	26986
25885	9349
3556	5879
2224	91734
4144	7189
10713	5496
2120	2885
124790	5300
3065	4204
7317	9978
488	816
10534	10534
1176	84062
4627	54822
1973	2885
56647	9349
5601	891
121504	8342
6935	79813
4771	6895
3655	977
144125	8777
143684	83899
4113	6205
10362	6239
54860	7851
5250	6421
3065	5501
10919	23269
1215	4312
51503	84464
166	2801
4301	9379
156	5602
3735	8451
2885	3329
51631	54819
240	27170
4093	55577
1936	284004
4673	6143
3306	5694
100529264	7428
1432	1852
1956	5795
10419	291
10589	2960
10856	388697
4690	5287
10847	8607
23479	54550
57154	80349
116541	64963
11092	22929
6157	6191
1051	860
4711	7381
207	2100
3182	8626
4716	55967
4704	4709
1326	5608
6164	6181
342666	83637
57461	6629
79165	9659
1786	53615
6218	9349
11136	1975
1660	23405
340706	7186
25962	9939
4087	805
6143	8487
253980	5425
3753	3757
3667	857
5970	7052
5515	790
339834	5565
25788	84832
11060	1605
2023	7534
1462	3676
3021	5928
2786	2793
111	5136
7185	91392
1915	55299
23450	6634
1665	509
3608	5499
10291	3187
10133	5468
10392	835
1387	6778
84735	8659
1947	7074
3918	649
2065	2886
4087	5599
3306	5706
10765	2957
140691	284086
117178	4733
8896	9092
1665	50628
10419	203068
23345	30968
1660	25962
5111	5984
1021	5127
23204	7019
284695	55379
10474	8669
2056	7025
57473	9757
23549	23569
2209	6464
169981	409
1789	23468
3559	6776
4215	4637
10594	9589
23345	293
1471	1508
1080	22853
11335	29127
3762	3763
10425	5764
25937	55749
4539	55967
3028	351
11344	57180
4736	9221
11140	8517
22938	4609
51729	5295
7189	9761
1399	9743
2308	367
5429	63922
1915	6222
55290	60682
50628	5430
4998	6502
10569	29105
5595	8358
84342	91949
125115	55110
54793	91694
29127	7277
10651	25813
23462	7805
1616	2113
2182	6785
7040	9392
5713	7431
152006	3267
10946	11033
22981	6924
4311	8607
6311	88
55131	6189
2151	2534
4929	5915
24148	26986
6636	9775
55632	6209
10289	6223
2961	688
27183	5119
1460	221545
11030	201181
64320	85409
11186	6789
10152	51334
2067	5893
5092	53353
23090	4086
23186	8535
4331	7248
2332	6203
113878	113878
1400	8445
1460	3800
1943	2043
51393	7442
2885	613
7290	8520
6128	6188
203068	3842
1739	9229
3798	7159
1017	84859
4089	51295
25959	2801
84873	9218
25953	54793
51729	8896
6636	9879
160622	2912
126961	3906
4758	55907
158078	5678
10514	6181
6307	6310
10236	22938
501	8639
2785	2790
10486	5723
51690	6426
4089	6599
1956	55715
3881	85359
4792	5092
5250	55379
4145	948
26292	92736
10521	23517
3881	79622
51371	51371
1994	3609
51001	5605
2268	6004
5682	5691
1499	3965
10594	4670
57684	57684
3702	660
8819	9739
3633	5330
2885	5500
5595	6640
129807	5476
1460	1786
54978	9778
4803	9846
10213	4223
10985	1938
4893	5290
2632	5226
51593	7536
3551	9919
220388	659
54550	7276
5580	5587
23048	5148
26292	79711
4691	9733
2885	723790
23524	4236
23011	27342
2962	5437
57562	7534
2074	5430
10586	125115
1613	5074
51765	6801
142	817
1031	60491
2810	572
22866	9228
2318	3751
3735	5048
23560	51202
51562	64112
23649	728071
1665	4809
7341	9753
10001	5914
27255	7881
23433	9322
475	538
6625	79002
6748	8241
4520	7917
3550	4686
1654	51362
10855	6670
10128	60
2290	3280
4215	5202
1938	8342
79892	9817
29922	388701
5330	5330
79751	8764
27034	84129
6128	6194
8354	8520
2975	6184
573	5925
151	84687
7186	790
23001	56658
27185	7204
284695	8886
213	5004
2549	9402
1991	2150
5936	8900
219	5238
1147	4794
3553	6688
4793	7311
10241	55138
126129	55326
23281	9586
122704	51081
1759	5303
4232	9638
3667	8660
7314	7337
3315	7051
51082	64425
81887	8848
10856	6124
373509	5825
24144	9113
11342	51619
114971	5987
2885	51225
10454	64101
4690	6261
30011	914
6141	6227
25851	9140
11224	6165
6854	6854
2624	5594
2275	343263
2800	7786
5042	6129
1956	3315
51362	55660
3551	55294
3693	8754
8633	9423
10235	79607
22895	65125
11091	9219
9440	9968
6331	6645
10019	2065
22950	3611
7157	7353
5241	6777
5987	84309
64960	9349
1915	3164
1589	7182
5042	728937
10985	478
8470	8470
10212	28996
10642	81887
169966	84970
29796	4538
10992	23020
9349	9513
23376	7321
6154	6209
29767	7170
156	6620
56944	9638
6487	8703
2201	4147
2885	9112
4728	7386
130162	4005
331	7314
3685	5829
2066	56899
10642	50628
2208	3689
64963	64981
51545	54971
5787	81
1503	54984
6235	8412
2669	2801
7532	8451
23281	3693
11103	51639
3006	5603
324	6712
8535	9862
4790	7295
5087	5089
22907	293
4638	5058
4103	7709
3191	56950
11051	55696
286499	80321
6626	84991
10066	7534
1213	4790
23541	5294
10642	6209
126	223
10073	11218
51497	6829
63893	9503
23398	6627
1270	3646
1738	8801
4686	5496
4089	5058
122953	7407
6208	9641
11103	1915
23092	998
2569	4131
10749	7534
658	9459
2176	6141
51764	54331
10313	9448
64777	7324
333926	7329
2801	58155
26191	7535
6191	9513
348487	7447
246175	284312
1457	5594
25942	51132
124	8639
10598	3320
4193	5923
6206	7416
1052	1080
51362	51755
57159	705
6927	8850
2081	7316
1647	983
4734	7322
4540	6721
3880	9533
1638	1638
7915	8803
1407	8914
113675	60491
27042	80230
6772	9659
1101	3688
55644	84060
5887	7314
28986	29117
80321	84707
26227	5597
1917	9040
55603	9604
1108	6597
3691	667
353132	386680
10480	3932
4747	9099
6456	867
527	5684
10574	3476
10951	56946
7132	8772
2908	3932
5047	7324
11103	23521
4134	4690
26505	386681
2597	3174
5336	54206
1613	468
11188	367
2638	8029
6129	7417
6222	7431
302	7416
10946	9343
2332	5562
5013	7306
342371	84632
1822	23145
2091	4904
292	6155
120	5582
23543	473
4217	5536
1890	1890
23350	55696
64219	84164
27040	5335
57418	83858
6714	7525
10289	6888
4236	57187
2100	29893
11143	7862
146664	4188
1795	6714
5582	5587
26993	4609
6191	6235
1945	285220
6117	641
29117	55749
54460	65993
1991	1991
23281	9759
468	57761
10971	56907
1642	55626
10492	51649
23521	9782
2885	8365
4809	6217
5599	8772
64223	79109
55330	7965
10569	10915
5700	6314
386682	6687
5147	5158
2023	3187
85403	86
29761	4646
25942	64375
1951	4690
1436	6654
213	60684
1326	5211
10588	10797
2534	9757
4089	4538
2113	5594
4193	6233
11043	64782
4869	5590
284001	4236
3065	3066
4736	6897
10513	8131
34	36
11097	324
26986	51433
699	9183
2908	3175
5594	5770
123	51099
11156	26128
4085	55743
3927	9513
196528	8900
25932	7534
4216	9618
1386	2033
6929	7329
1937	3735
3190	409
164592	80817
1051	1649
1822	8440
166	55072
2695	54507
409	5021
23107	6158
10436	8554
5469	5469
727800	9802
23410	2896
5931	9112
324	6096
1760	5348
60	80314
10890	79083
4793	6128
7541	83851
382	6396
10110	2932
1024	2071
3621	5931
3324	3324
84458	8535
6804	8673
10245	10431
3280	5584
3846	85280
28996	57659
4831	57142
403	7846
10399	6223
1460	6749
4539	7385
6185	654364
11218	3183
2151	4690
10419	6602
1059	6606
219927	54148
10239	26985
5245	9577
10284	1674
2274	3679
7428	8343
3375	5126
1137	29979
57085	7019
10846	10885
4082	5588
3191	6191
114790	6794
1915	54931
1730	998
7286	84661
10594	3192
121504	132660
5553	84060
1956	634
3692	873
2632	8908
347733	79682
1655	8559
11137	23521
50628	6201
64949	7818
26958	51272
10847	6601
28973	740
23607	6714
6125	6129
26986	6427
23450	6138
55437	6885
84557	9667
3312	661
8451	8451
154007	26824
497661	6128
6125	6173
1072	5597
84292	9092
1017	3184
6772	7133
23524	3181
672	8714
26472	3611
1660	388697
2885	445815
51639	51639
3550	8563
1854	5465
51639	55037
1659	3187
10291	94104
1660	51116
4809	56259
1915	22907
23265	79036
3925	5595
5062	5683
27097	6314
6303	8525
57561	7128
149069	23281
10728	2065
22837	79801
6461	6714
5524	900
3178	3842
3482	5328
284403	5601
2896	57761
7337	9522
60561	79027
2316	9133
1459	7035
3480	3643
55696	9092
55660	7536
25945	56288
7328	9781
388698	6159
27429	351
6138	9775
10539	8545
10291	22913
5566	5705
256281	54819
10971	5218
355	7329
1176	23557
23451	51741
1917	6191
10262	2280
10952	338
2516	30827
117178	122786
3192	55094
84661	9757
6749	8883
8651	8835
2130	25941
4215	7314
11186	493
3303	9093
1432	2872
2483	5356
472	5883
3219	79797
10146	3932
59349	6310
26227	2885
3018	9557
23410	8924
4176	5432
1108	6886
497661	6202
1029	60
1915	25873
56852	7251
2494	8204
275	4522
2781	8601
63979	9270
51081	84311
23118	92609
4851	5664
6128	8452
3178	55681
3725	4087
7431	823
10468	83729
25937	7532
1650	84319
4809	6158
5167	55907
112609	112609
2134	2885
2549	5829
1908	1910
2810	7532
2023	5105
131	4129
2056	3172
112869	6925
4778	5195
140597	9338
11140	257397
5704	5717
54490	6715
3170	5627
10436	6201
5479	6449
151648	5525
6625	9879
2274	7988
1856	8322
10713	1655
55646	55720
1179	2885
4736	51065
3417	3419
3695	5580
202559	64782
11269	23039
26233	6500
1285	3690
119	5579
1020	1020
6601	7251
1457	7448
10059	51024
10165	6745
1642	1643
196513	7375
4149	9092
10971	2268
5568	6476
2280	2280
4688	5879
54622	6133
1020	351
64968	79590
4140	7532
163050	373
6152	8487
51003	55090
839	839
192669	7846
23394	5335
79025	978
466	7042
10285	5496
10325	64121
56895	5966
2058	51520
1434	3840
3797	988
3185	8880
29127	79801
3799	9641
3191	6157
1487	2004
328	7157
6176	7417
4188	51298
11066	8600
5333	801
2885	3609
10078	7185
3106	7170
6386	9051
2690	6776
2971	9330
5528	8500
5600	9362
7358	983
8443	84464
11338	55696
4691	9775
5155	7057
10526	79084
22941	8874
5594	596
6175	6204
23759	84321
25962	7534
2885	3983
1572	4047
5871	6416
6147	81027
10963	4831
159989	90410
63875	85302
57514	7046
373156	55081
26354	8241
2597	387082
5708	6144
26292	5250
1642	54541
22827	6738
54881	6184
2	6462
1659	5356
57461	8559
4868	8826
80279	8815
3320	5241
238	3875
51021	79590
5111	6207
2192	8076
6152	9775
122704	51253
4869	7189
4541	4711
2810	3875
166	861
26168	6202
403	5147
219	84532
23291	8945
23451	6144
51690	57819
5336	5364
5581	6199
23524	24144
11184	6850
25	3689
6993	8448
3646	6204
53615	6878
2023	3320
2063	2063
51340	6629
11338	6310
1024	9477
3295	7001
4137	5516
51253	64432
80318	9513
55052	64976
5300	7185
128308	740
1026	6418
154	2769
6125	6141
23612	8655
339965	6120
10869	6510
3054	90326
10818	5590
23603	4215
1528	54205
3925	54984
5702	5711
25	5925
54507	81629
128872	92421
64421	672
5013	6599
27316	27339
22866	5998
23107	51650
10018	5594
2189	56478
22938	51639
26121	7919
1958	7048
6431	7919
10636	7186
333	6303
10526	478
26121	84321
6727	9045
1315	372
5893	6117
6130	81027
3692	7416
1213	2580
79019	80152
10989	84844
26354	497661
1839	960
124583	124583
57474	90933
6138	9782
10969	4670
10193	3093
11193	7454
3500	5170
388324	51142
1017	120
3083	4233
1588	438
29126	5133
57639	9810
4842	624
1741	22839
3667	6300
7428	7879
23197	7337
1025	871
5837	8560
11140	9641
7189	805
1545	54576
23521	6136
3032	549
23263	3191
4208	9884
22807	91694
23107	64960
10480	6201
64949	85302
5356	988
6950	83858
3265	8036
55090	892
2534	9784
10528	409
30835	3384
5931	6886
256933	2831
1654	7414
140890	1457
7919	9410
1655	3326
23759	5356
10992	9045
51019	54535
51021	9349
23451	6193
4005	5152
50628	6814
5265	5644
4157	5594
6205	7150
3191	3191
1739	3736
6170	9349
3801	84619
6133	6208
1147	6207
5873	7704
25843	55183
55090	7316
148932	6999
23759	51729
65003	740
10988	213
26823	55954
10818	3791
3932	4851
1400	55755
3718	916
57658	64786
3561	6461
353145	54507
5764	8614
5441	9462
5170	5604
57088	84970
4627	7534
2200	2201
2885	8502
4999	84515
4665	80125
6157	6187
27097	56970
2534	56955
5303	9240
10935	3551
8294	8355
2962	405
6139	6188
57129	64963
23450	6638
324	84085
4236	57461
4261	5595
3192	79084
2893	87
3265	3956
51631	6201
84942	8764
3276	694
10273	7314
2040	2040
3308	5866
1869	472
7533	9181
4131	83593
6613	6672
5300	5894
286480	6477
4536	51103
6670	8061
11216	5576
57510	9972
29105	51362
11165	6176
10856	6135
1026	7846
4712	4728
10266	10268
5567	6886
10951	84787
10419	8357
10521	29105
5511	9869
1535	5879
3860	9702
2	3014
286	6708
54464	7538
51003	84878
1326	6416
4171	4174
59349	6016
339302	6844
113189	56548
10801	23176
1644	3176
3312	4691
3326	7534
2037	4926
3930	3930
1004	1007
55588	9443
27316	9343
7593	7593
387032	387032
4842	815
10127	30008
488	7124
5587	56848
140032	6152
7572	8237
2193	51225
22938	56159
1794	85291
5887	9861
10458	55740
6124	9513
4602	6672
1983	8894
11100	3275
5929	6883
3455	3456
4087	481
1385	3630
1717	3326
3014	4736
1915	4193
1857	6204
196883	8622
5879	5923
2099	4616
6599	8189
29984	7046
2483	6627
4738	7322
4795	56945
10612	81
5170	5204
162427	26228
10114	1616
10236	1655
4705	4717
23405	8607
2810	324
10287	5583
11338	6181
1956	2242
5976	81887
54819	6477
10241	10241
302	6223
144715	5810
10401	7329
1153	84321
390535	83878
57325	80321
4163	5966
56998	6119
2113	51742
1838	221504
3399	3400
3692	51018
4897	6900
57819	8175
9368	9498
5413	6810
5045	81618
2986	5158
4539	4695
22985	8220
10240	64976
11165	64284
5217	7013
831	8500
6143	9733
4036	7094
1153	51747
23005	6477
5603	7157
301	5583
51503	51593
125115	140807
6429	8220
171425	2806
23450	9785
2810	8626
2212	6464
11157	51690
2975	6207
6205	7533
56949	58509
29093	92259
114294	122704
4172	5518
2890	817
10062	87
1821	57716
5599	6464
6430	79002
58509	9589
2534	81875
4683	571
29110	498
2885	8352
4841	4869
29969	29969
554313	9759
2268	3815
51138	7157
1796	3643
394	5921
2321	5228
11156	27175
4831	5718
3561	3565
1280	1958
51421	79571
28996	861
4343	9939
1915	4343
326	6628
11331	22907
373156	55027
292	6128
3164	5267
1019	1460
2885	5930
196403	3093
1394	805
3055	9734
6201	6205
8648	9325
23239	64783
11231	3106
10629	6884
10516	10516
51562	9513
5159	5290
222894	6449
23231	4157
56654	56654
64396	8553
10664	3836
10951	8358
55971	7532
10573	11222
4040	7471
1911	6477
196472	54971
10419	9349
3014	9013
10980	4738
3860	390535
23499	5601
6208	6223
2887	5594
1469	6449
708	708
57594	6386
150483	51164
6191	6218
3324	63922
4690	6655
29117	57562
1019	51035
6885	7316
373156	9330
23020	8449
23199	3066
4343	55696
5591	7534
6222	6233
2904	5579
10293	2885
9400	9401
51808	8600
53369	633
25949	4686
5042	57418
6432	6632
84970	93487
1027	7249
5496	7919
11165	5349
358	386682
580	84142
114088	84807
5800	7534
24140	5338
122704	79590
57461	9879
51069	51649
163	701
6144	8349
326	4436
5976	6139
171483	23580
6711	823
3500	7276
5579	960
6138	6232
4179	975
4356	90933
6235	7307
6612	7533
23451	9984
7050	8576
25	8529
10992	6188
3676	8174
114609	695
23521	4736
732272	841
11043	170954
22827	7431
25962	9129
25942	4335
635	635
170392	4223
196441	202559
3493	3861
124995	51069
9051	914
6477	84056
50628	6128
10975	124637
11117	3904
1659	6628
8514	8514
51729	55696
11338	6137
7568	9001
1540	6885
164592	24144
29950	91612
1495	4609
22808	5364
3189	6191
6647	9167
10573	6183
439	5201
2534	8482
132660	567
1234	4627
1213	23236
4801	4802
8312	8440
4175	4300
7126	9852
10629	51616
10051	56950
2057	3635
117178	9113
5925	839
23521	79084
27185	728556
25873	6188
5058	57498
1457	3667
164	8943
1659	84292
2353	4088
11282	4247
257397	6885
55007	55007
53335	604
26986	6147
10642	6155
1144	2885
167838	8115
30827	80335
2149	3685
54763	9465
10284	4905
6599	7184
604	64761
1385	9400
116541	64983
5501	7534
57634	9643
117143	23450
23345	6135
10643	84811
2878	847
2890	2891
112950	5195
10048	3145
51619	55611
58509	6632
7283	7534
5595	6548
387082	3921
1459	1649
22938	7919
140545	1995
2729	4520
223	3948
2002	55835
51019	93426
23648	63926
2132	23418
386675	6919
6426	79228
4153	6399
29882	51343
6396	79023
3875	5411
3191	6184
5566	9421
5597	8351
11067	373
30968	6141
171483	57642
10459	5980
10243	9128
1021	51343
153	9863
2002	2887
170506	26986
4705	4724
4841	8543
23016	51013
24140	302
1759	92609
10971	673
3055	5062
10944	25897
115761	135295
10286	6628
64946	80829
4804	7186
6045	6749
4738	9978
2534	3694
4700	4709
1387	2551
2332	23405
10274	8932
3012	9252
23450	26156
23521	6207
5594	5605
2175	4869
5241	5594
6146	6169
7153	9689
3676	3695
3308	958
29883	7832
26823	6633
4481	7851
128308	65993
6628	6814
10614	51574
11043	1522
55183	56144
118881	218
22938	8648
10262	5356
5058	984
6160	79084
2932	4582
22806	55110
2904	7316
3324	64754
56949	988
54820	983
23481	409
3603	83659
23396	29
55145	79169
132789	2645
4215	55658
6118	6774
10856	29110
10492	3609
732272	8553
509	9733
2242	54507
10008	55791
166	9643
1962	54550
476	5594
22916	51503
25	4036
6209	7284
23199	3065
6232	8241
2969	695
10253	386678
10569	25962
4924	5742
102	2042
648	7329
10992	22907
8295	86
50628	8335
2221	2962
5562	7249
1937	57761
3656	57162
1742	3725
57492	6921
6884	8295
2035	7247
1288	351
50628	6633
353376	51135
5903	7514
2801	56243
1432	4209
216	65985
29882	29945
102	2923
4715	55967
1487	3303
55660	8554
80228	9094
25	5775
466	6928
3486	960
51593	79682
3554	7189
6628	6908
1410	659
28989	8517
445815	5335
2091	6157
10273	4089
8449	9128
1660	5111
4088	4739
3339	5549
6201	6230
163183	4283
10921	25949
6546	7222
10134	5311
10607	405
2011	23303
5886	84993
23107	6129
2314	86
1499	5783
10573	171483
23450	3608
10379	3196
23163	8905
2058	3191
25873	6146
2885	5523
10963	51182
5049	7203
7082	8449
29911	55388
51010	8570
10772	6152
51762	7846
54932	63948
10884	84311
7323	7337
4350	7068
23405	51191
54514	55124
705	85291
10250	10569
10985	1917
3097	7532
10987	56254
7531	984
545	6667
226	3326
339210	8618
5898	5912
6135	81887
55096	5564
9493	9727
54472	7381
3157	39
55660	55696
11059	23558
7846	8663
287015	80258
10772	23450
117177	4218
1448	9802
1654	6222
2771	6141
197259	5306
2064	640
10450	10521
25885	6749
2966	902
29950	331
7507	8061
4718	54539
23524	65125
51631	6727
1446	6789
3437	7170
3550	8220
6476	6519
51225	85302
54900	57559
1017	2946
1660	4670
51362	6430
5451	5566
9099	9361
10772	6193
6457	7013
25885	8487
4088	6601
54556	8089
6337	6804
3187	4311
1896	57185
57369	5978
728937	8886
1325	6754
2166	4311
23564	8569
1003	2243
59	88
6897	9349
2324	3678
2902	2904
7157	9015
2931	898
3065	8360
26043	7311
3007	6130
149428	598
159989	85359
113802	7186
170506	6154
6627	8449
1742	27158
6672	8554
2801	84619
4205	51663
22938	84105
5321	7431
55299	6147
6709	6714
6767	8764
1655	79002
1491	160287
2064	5787
163590	9960
3301	4790
1432	79817
7532	90799
2885	9931
3842	6222
8554	8883
1308	5339
51645	57703
10048	2908
4738	6194
55611	7323
5328	7436
25828	92610
6446	6507
3608	6130
26608	9775
1285	3685
5879	7124
2664	5873
2971	998
27339	51639
5356	55094
285679	388677
1387	2547
51643	6836
2885	3400
2026	5223
6923	6924
1452	4194
10025	54797
10521	23524
23043	873
10048	54514
22938	6434
64744	84970
22820	26958
10746	2521
4215	7534
26036	9513
5058	6790
51602	6155
27043	57418
3320	8451
4292	54859
4233	5590
23172	9577
10399	6774
51021	65005
727	730
10656	10656
10951	55791
51650	64981
1915	8312
11243	64708
25804	5496
2091	6133
6203	728937
3297	5599
335	3493
5687	85291
201176	5879
23417	84693
5901	91754
5594	7157
5431	57508
3615	3615
170506	1748
7277	7534
4087	7311
54476	7332
5359	92070
6223	7431
27336	2963
22906	7554
5518	85407
291	367
6125	6134
1453	1855
11335	22837
55596	84292
10884	9553
4801	8721
208	9545
28964	4751
9863	9863
6396	9632
1022	5469
226	226
5499	8165
4539	4706
10482	7159
26986	6222
2804	64746
7529	9414
10081	26823
126961	7091
207	6416
10131	5925
355	961
386676	8646
23612	6596
7097	81793
152015	152015
3185	3192
3356	4716
7096	7100
5594	9846
7316	7415
55588	7311
8175	9584
3818	3827
2230	2230
3178	9092
5518	5597
3897	5978
51434	81620
2176	9097
386682	94039
10492	6606
23201	84970
341947	7385
1058	1642
497661	6157
3312	7203
3643	5796
50649	8453
1739	2977
10856	55198
7520	958
6138	6228
4781	4784
10946	23759
1748	6136
80724	84129
6601	8467
60	7314
548593	5689
24148	6631
4215	790
6155	6202
4067	5141
11156	64210
3977	5599
5499	8493
23462	23462
11184	9402
404734	4794
2534	29886
11017	4809
2720	4758
221	5238
2072	6188
6133	6155
11035	1213
2130	7186
51631	65990
79843	83878
23451	8241
5050	91782
1650	6124
10291	4116
83786	8517
55096	8576
7756	8896
5568	7064
1990	5265
4176	84515
10987	9097
1728	7157
140465	53340
196441	2801
5062	6853
53358	558
24148	7756
22948	6801
6224	9782
26168	4209
2175	2189
1756	93664
5578	9590
1999	337880
27043	6124
1290	780
5916	8431
3219	54507
57461	60625
26589	51253
3761	6640
10642	51116
10006	5296
29979	5034
1748	6157
55957	8360
509	9349
2936	5052
23426	2898
1387	3663
2103	8202
10401	7317
26122	8089
7132	8363
55299	6160
10981	5576
1654	6631
1025	9794
10131	84991
6157	6222
10025	3172
3608	6193
51256	8517
1380	29109
23398	25962
2130	8548
121504	8352
5429	54921
10728	3324
1956	8351
29899	29899
1543	412
11052	55696
10884	51318
207	673
166	7185
51138	8451
3643	8835
56259	79002
10539	353141
51073	64969
10969	8342
114294	51263
11218	5531
22985	23450
128308	64432
10236	56949
3117	55791
65125	84662
51639	9092
54931	9692
11074	7322
3643	5580
3183	6627
10250	1196
4311	6191
6130	7533
23673	8773
29968	3326
207	5579
